Date,cad_ig_er_ytd_index,us_hy_er_ytd_index,cad_oas,us_hy_oas,us_ig_oas,tsx,vix,us_3m_10y,us_growth_surprises,us_inflation_surprises,us_lei_yoy,us_hard_data_surprises,us_equity_revisions,us_economic_regime
2003-01-21,101.01917257490254,90.1446374652721,72.466581,773.553416,171.556793,6690.81,27.59,373.876,0.19901,-0.09833,3.1,0.1412,-0.21,0.88
2003-01-22,100.99392344934306,89.92280543667445,76.292,777.995182,173.972727,6721.28,29.01,371.355,0.19747,-0.09784,3.1,0.1412,-0.21,0.88
2003-01-23,100.99307999577604,90.10178793534,75.697884,774.08344,172.969801,6737.43,27.53,375.031,0.20052,-0.09735,3.1,0.1388,-0.21,0.88
2003-01-24,100.96249975939355,89.9185523923522,73.896913,780.296855,173.022164,6664.9,31.51,373.414,0.19952,-0.09686,3.1,0.1388,-0.2,0.88
2003-01-27,100.95302402266955,90.00117243888545,75.899016,778.59125,173.837817,6556.52,34.69,372.053,0.19852,-0.09638,3.1,0.1388,-0.2,0.88
2003-01-28,100.86759105479106,90.04114151759664,81.198961,779.071078,173.61506,6570.09,31.93,370.569,0.21076,-0.09589,3.1,0.13,-0.2,0.88
2003-01-29,100.90239864816606,90.27127933856185,79.687695,772.719492,172.412437,6573.17,31.26,374.189,0.20971,-0.09541,3.1,0.13,-0.2,0.88
2003-01-30,100.84192322919532,90.1315202268405,77.337152,778.38151,172.275617,6546.33,31.32,368.761,0.20914,-0.13182,3.1,0.1524,-0.2,0.88
2003-01-31,100.77719926600133,89.9493269181596,74.88798,783.850864,169.313367,6569.49,31.17,367.751,0.20557,-0.0989,3.3,0.2402,-0.23,0.99
2003-02-03,100.83511506571432,90.08116522256519,113.367294,778.74068,167.245712,6593.68,31.02,367.536,0.19837,-0.09539,3.3,0.2186,-0.23,0.99
2003-02-04,100.76870217755483,89.89816986169302,109.869409,784.872869,167.900473,6544.93,32.76,363.017,0.20005,-0.09492,3.3,0.2217,-0.23,0.99
2003-02-05,100.88955716850006,90.15175361914622,114.73114,778.395419,166.601333,6521.0,33.04,369.261,0.19905,-0.09444,3.3,0.2217,-0.23,0.99
2003-02-06,100.77876712107681,89.82529843438813,105.602692,786.538637,166.483613,6489.25,33.35,364.78,0.18014,-0.04992,3.3,0.2068,-0.23,0.99
2003-02-07,100.8454503986573,89.70119711560687,109.088964,790.091613,166.407435,6477.74,34.01,364.45,0.2093,-0.04967,3.3,0.2343,-0.26,0.99
2003-02-10,100.93944906125331,89.89406422155726,112.90104,786.973549,166.179953,6444.11,33.99,368.714,0.20825,-0.04942,3.3,0.2343,-0.26,0.99
2003-02-11,100.88873792891107,89.83557857577132,106.440052,789.611598,166.66667,6474.04,33.68,369.224,0.20721,-0.04917,3.3,0.2343,-0.26,0.99
2003-02-12,100.90825237734755,89.542665647193,102.918025,797.274205,167.168963,6452.54,34.33,367.674,0.20618,-0.04893,3.3,0.2343,-0.26,0.99
2003-02-13,100.93422994007857,89.14426941567187,103.810011,808.506367,169.425399,6453.13,33.7,364.601,0.21509,-0.00702,3.3,0.2713,-0.26,0.99
2003-02-14,100.92843876367357,88.89009950980648,113.512726,815.287181,169.723516,6487.13,32.62,371.245,0.25367,-0.00698,3.3,0.3175,-0.17,0.99
2003-02-18,100.75314469668982,88.94976612325134,111.947921,816.328722,170.014587,6592.55,31.11,369.016,0.23003,-0.00692,3.3,0.3175,-0.17,0.99
2003-02-19,100.73120582370605,88.77244235522564,110.507148,821.767479,170.212959,6559.68,31.31,364.44,0.23115,-0.00688,3.3,0.2661,-0.17,0.99
2003-02-20,100.74866511075979,88.8610192650604,108.17795,819.881803,169.120737,6566.11,31.16,362.527,0.17926,-0.00685,3.3,0.256,-0.17,0.99
2003-02-21,100.85260260240905,89.09241522411153,113.214269,814.853088,168.881625,6558.63,30.25,366.187,0.17836,-0.05951,3.3,0.256,-0.18,0.99
2003-02-24,100.81078203565579,89.09573962205884,105.075613,816.954544,168.266285,6502.3,31.98,361.592,0.17842,-0.05921,3.3,0.256,-0.18,0.99
2003-02-25,100.8496515238403,89.07514465595445,107.582381,816.359973,168.662403,6503.49,31.74,358.472,0.13772,-0.05891,3.3,0.256,-0.18,0.99
2003-02-26,100.8466711867148,89.02226730592308,107.171879,817.129729,168.870933,6508.33,31.94,354.782,0.13703,-0.05862,3.3,0.256,-0.18,0.99
2003-02-27,100.8641032330433,89.1294457570107,113.26492,812.881411,168.515772,6582.19,30.53,352.393,0.12739,-0.05832,3.3,0.1383,-0.18,0.99
2003-02-28,100.83943221620855,89.64553556061759,106.929516,800.036397,165.91452,6555.12,29.63,347.721,0.16672,-0.05803,2.2,0.1383,-0.14,0.69
2003-03-03,100.90271141204855,89.64770500340948,106.473887,795.085376,163.221281,6472.53,30.43,348.719,0.15366,-0.05386,2.2,0.1066,-0.14,0.69
2003-03-04,100.88437739503955,89.64880359814063,114.440506,795.094006,164.803276,6422.33,31.83,348.555,0.14218,-0.05359,2.2,0.0888,-0.14,0.69
2003-03-05,100.81242555941255,89.54922166515848,104.688597,798.273098,167.281176,6389.87,30.38,349.362,0.14147,-0.05332,2.2,0.0888,-0.14,0.69
2003-03-06,100.91223961239153,89.69132970594589,110.212487,794.152731,168.250404,6328.6,31.37,353.995,0.14874,-0.06209,2.2,-0.022,-0.14,0.69
2003-03-07,100.42468309403552,89.57485698735775,122.859406,798.159309,169.850543,6359.86,31.08,357.172,0.14354,-0.06178,2.2,0.0134,-0.22,0.69
2003-03-10,100.40952615272327,89.50946675605945,122.34397,801.910279,171.032153,6277.67,33.31,357.304,0.14282,-0.06147,2.2,0.0134,-0.22,0.69
2003-03-11,100.38653094494927,89.65681978463589,129.639932,798.679949,170.850848,6290.73,33.61,356.842,0.12315,-0.06117,2.2,0.0555,-0.22,0.69
2003-03-12,100.25466666534003,89.73114531088645,138.930096,794.722916,172.63693,6228.63,33.51,352.349,0.13487,-0.06086,2.2,0.0555,-0.22,0.69
2003-03-13,100.34541359247375,90.34793818637635,145.460428,778.740853,169.810342,6295.44,31.76,361.752,0.10068,-0.0427,2.2,-0.0604,-0.22,0.69
2003-03-14,100.262620957113,90.7297263014962,129.313251,766.877592,169.234777,6304.49,30.98,358.429,0.09128,-0.04249,2.2,-0.0239,-0.23,0.69
2003-03-17,100.364872550544,91.16570886640795,140.368214,757.373373,168.458212,6406.63,31.75,366.251,0.09012,-0.04228,2.2,-0.0239,-0.23,0.69
2003-03-18,100.29483866375774,91.56886885440339,135.207251,747.859909,166.915769,6438.61,30.43,372.818,0.08998,-0.04206,2.2,-0.1319,-0.23,0.69
2003-03-19,100.34086842701998,91.58243350789522,137.780235,747.304771,166.457276,6453.48,31.54,377.637,0.08953,-0.04185,2.2,-0.1319,-0.23,0.69
2003-03-20,100.32019574330249,91.7105190751292,131.955106,745.214377,165.931907,6475.58,30.44,377.593,0.0762,-0.04165,2.2,-0.1355,-0.23,0.69
2003-03-21,100.4219105935545,92.168984246816,137.815456,734.341475,164.44848,6535.9,28.67,386.272,0.07582,-0.04586,2.2,-0.1355,-0.21,0.69
2003-03-24,100.26993055172176,91.74754613969455,120.43784,743.4376,164.701663,6364.04,30.39,375.533,0.07544,-0.04563,2.2,-0.1355,-0.21,0.69
2003-03-25,100.41662387502453,91.88215650988982,131.086055,741.354336,163.557498,6384.96,28.75,375.225,0.0766,-0.04541,2.2,-0.1355,-0.21,0.69
2003-03-26,100.62212588847903,91.92467914936127,119.118981,741.681327,160.8758,6357.0,28.23,376.668,0.04781,-0.04518,2.2,-0.1794,-0.21,0.69
2003-03-27,100.7368668499793,91.94113119074159,116.642502,742.624486,161.227552,6353.44,27.96,378.084,0.07659,-0.04495,2.2,-0.1514,-0.21,0.69
2003-03-28,100.72548728923503,91.88374240551987,115.676431,743.618095,161.070229,6379.48,27.75,379.056,0.10668,-0.0286,2.2,-0.1244,-0.16,0.69
2003-03-31,100.58638000345654,92.40636915125634,117.389155,729.973437,160.829545,6343.29,29.15,371.266,0.09889,-0.02845,1.5,-0.1244,-0.16,0.66
2003-04-01,100.5543015271853,92.62963446879682,112.481996,719.516066,158.5845,6335.12,28.36,371.676,0.097,-0.00304,1.5,-0.0878,-0.16,0.66
2003-04-02,100.56879661976555,93.11206322579129,114.302537,707.84835,157.538724,6411.15,28.02,380.308,0.0778,-0.00302,1.5,-0.1098,-0.16,0.66
2003-04-03,100.55157846357605,93.34419360452459,104.383843,704.889105,156.656772,6396.63,28.21,383.139,0.06884,-0.00301,1.5,-0.1262,-0.16,0.66
2003-04-04,100.62460782122405,93.50781571987338,108.676861,695.364143,156.97083,6394.98,29.13,386.232,0.0662,-0.00299,1.5,-0.0875,-0.21,0.66
2003-04-07,100.61115897427655,94.07036558889817,109.440603,683.606033,155.681546,6434.33,28.45,382.021,0.06282,-0.00298,1.5,-0.0709,-0.21,0.66
2003-04-08,100.52733623593507,93.82457951291083,106.329708,690.739936,156.169303,6438.71,27.13,378.161,0.0663,-0.00296,1.5,-0.0823,-0.21,0.66
2003-04-09,100.67133676310107,93.67280175748904,104.333742,695.316027,156.850258,6414.51,27.11,378.196,0.06597,-0.00295,1.5,-0.0823,-0.21,0.66
2003-04-10,100.76779112663257,93.85974494930902,108.321293,691.919685,156.725477,6418.47,25.6,380.594,0.07787,-0.00293,1.5,-0.0741,-0.21,0.66
2003-04-11,100.77289119574881,94.06231471906494,107.478118,687.182811,156.05955,6432.08,24.44,378.376,0.13007,-0.00292,1.5,0.0104,-0.22,0.66
2003-04-14,100.85685921795833,94.70718982624999,107.687834,671.870996,154.368813,6462.43,23.41,380.531,0.15408,-0.0029,1.5,-0.0107,-0.22,0.66
2003-04-15,100.84980286120285,94.9768943992056,99.104485,668.077758,149.39377,6488.18,22.56,377.961,0.08249,-0.00289,1.5,-0.0677,-0.22,0.66
2003-04-16,100.91276424858158,94.9312320505617,103.156403,669.579388,148.173037,6481.44,22.52,373.917,0.07338,-0.08106,1.5,-0.1355,-0.22,0.66
2003-04-17,100.9850772760471,95.1498116491384,102.021668,665.575537,147.536926,6525.68,21.5,372.456,0.06648,-0.08066,1.5,-0.1565,-0.22,0.66
2003-04-21,101.06635048428834,95.43555379758519,95.013904,660.977397,145.555096,6570.76,21.95,372.758,0.06263,-0.07985,1.5,-0.1565,-0.28,0.66
2003-04-22,101.1208006584001,95.57558864184362,100.816384,658.407338,145.276098,6582.92,20.7,372.736,0.06232,-0.07945,1.5,-0.1565,-0.28,0.66
2003-04-23,101.1202114516021,95.71597552198278,100.845694,653.341007,142.095808,6616.87,20.8,372.34,0.06201,-0.07906,1.5,-0.1565,-0.28,0.66
2003-04-24,100.93037285516635,95.67696196923349,93.620655,655.427322,142.112837,6561.55,20.33,369.237,0.09028,-0.07866,1.5,-0.1177,-0.28,0.66
2003-04-25,100.95907045475936,95.93113881176649,96.321327,650.52534,143.012138,6521.69,20.8,367.909,0.11321,-0.07827,1.5,-0.0481,-0.11,0.66
2003-04-28,100.96991932581909,96.25858507290795,100.402138,642.669652,142.436377,6548.66,20.84,369.448,0.11264,-0.10404,1.5,-0.0711,-0.11,0.66
2003-04-29,101.16318924472058,96.4997478599399,100.008852,637.795269,141.645145,6545.39,20.76,370.503,0.14577,-0.01133,1.5,-0.0711,-0.11,0.66
2003-04-30,101.13514340470209,97.69517413536866,95.375922,613.528554,133.809423,6586.07,21.21,364.493,0.14055,-0.01127,0.4,-0.0711,-0.11,0.58
2003-05-01,101.16735707568382,97.6641126049393,89.729797,616.193096,132.269954,6569.31,21.59,367.984,0.10335,-0.02269,0.4,-0.0969,-0.11,0.58
2003-05-02,101.20893752048859,97.94860008363395,93.426036,609.55695,131.274822,6618.11,20.63,371.491,0.11505,-0.02258,0.4,-0.1219,-0.21,0.58
2003-05-05,101.18046692693932,97.94240563946715,88.885374,611.542928,131.070196,6659.67,21.13,369.609,0.11448,-0.02246,0.4,-0.1219,-0.21,0.58
2003-05-06,101.13941212724033,97.64295576875931,84.580556,620.91456,131.173714,6693.71,20.8,364.855,0.1139,-0.02235,0.4,-0.1219,-0.21,0.58
2003-05-07,101.10626520918981,97.37529144316157,85.43141,628.722985,130.191421,6650.59,21.0,357.592,0.11993,-0.02224,0.4,-0.1646,-0.21,0.58
2003-05-08,101.09378492136234,97.277780105458,92.516497,630.091388,130.903086,6620.77,21.24,359.082,0.12329,-0.02213,0.4,-0.1382,-0.21,0.58
2003-05-09,101.05756383702158,97.33180634106061,90.45331,629.79341,130.843105,6650.03,19.69,356.842,0.12267,-0.02202,0.4,-0.1382,-0.15,0.58
2003-05-12,101.02890760297434,97.2111724889959,90.477231,634.191409,130.040782,6717.5,19.52,356.403,0.12206,-0.02191,0.4,-0.1382,-0.15,0.58
2003-05-13,101.00321051882185,97.1991945982176,91.273203,634.90468,131.393855,6702.91,19.91,353.347,0.10804,-0.0218,0.4,-0.1382,-0.15,0.58
2003-05-14,100.79051493606985,96.80264265319461,90.517332,643.054043,131.585536,6742.38,20.0,347.76,0.08198,-0.15262,0.4,-0.233,-0.15,0.58
2003-05-15,100.8374264916976,97.12944640549962,94.845724,635.982846,132.103549,6758.43,19.24,343.17,0.12697,-0.15186,0.4,-0.2052,-0.15,0.58
2003-05-16,100.8465148047736,97.05131004748631,89.234415,640.444562,133.312052,6742.03,18.4,338.409,0.14377,-0.22486,0.4,-0.3199,-0.15,0.58
2003-05-19,100.86048526116384,97.01605356732587,93.916201,642.950612,134.164973,6742.03,20.51,343.636,0.14306,-0.22374,0.4,-0.3199,-0.15,0.58
2003-05-20,100.7730011675656,96.62884791481041,84.887059,650.145009,136.629232,6732.11,21.29,334.87,0.14321,-0.22262,0.4,-0.3199,-0.15,0.58
2003-05-21,100.8355034982781,96.7775388531502,95.008555,645.554365,134.967504,6726.4,21.21,327.786,0.14249,-0.22151,0.4,-0.3199,-0.15,0.58
2003-05-22,100.7574356153746,96.53489161925187,85.332628,649.83967,135.757789,6779.34,19.78,319.201,0.14321,-0.2204,0.4,-0.3051,-0.15,0.58
2003-05-23,100.78131866900861,96.46459542979345,92.082417,652.208815,134.347116,6782.9,19.17,318.786,0.1425,-0.2193,0.4,-0.3051,-0.2,0.58
2003-05-27,100.83249692934314,96.60658034473094,96.431991,651.701744,135.009526,6840.24,19.99,330.692,0.14944,-0.21711,0.4,-0.2647,-0.2,0.58
2003-05-28,100.71597220479687,96.69790677618563,100.164192,651.081086,134.314115,6836.21,20.03,330.632,0.13113,-0.21602,0.4,-0.2903,-0.2,0.58
2003-05-29,100.5358091104036,96.33406382014698,89.236083,662.703524,131.813117,6836.56,20.43,325.028,0.13543,-0.21494,0.4,-0.29,-0.2,0.58
2003-05-30,100.61316268095611,96.5197913609701,98.637704,659.857887,130.736857,6859.8,19.47,327.324,0.13526,-0.24004,0.4,-0.3398,-0.17,0.58
2003-06-02,100.75613108730988,96.8144315197808,106.654342,648.859449,129.169453,6940.16,20.85,329.865,0.14029,-0.28638,0.7,-0.3398,-0.17,0.92
2003-06-03,100.74214045260462,96.52132176325934,92.182473,653.063349,130.446095,6931.25,20.84,328.592,0.13691,-0.28495,0.7,-0.3078,-0.17,0.92
2003-06-04,100.82788416653412,96.47538108082799,100.837538,654.809322,131.734017,7001.33,20.62,331.019,0.13283,-0.28654,0.7,-0.3078,-0.17,0.92
2003-06-05,100.85914138538486,96.76755265305654,103.320036,648.037167,130.048447,7034.87,20.83,336.175,0.09398,-0.2851,0.7,-0.3603,-0.17,0.92
2003-06-06,100.7984359336231,97.08036861514614,94.474599,639.869376,129.19183,7046.88,21.25,335.241,0.11145,-0.28368,0.7,-0.1229,-0.14,0.92
2003-06-09,100.77200334988885,96.88197471928542,96.258517,647.113155,126.968172,6972.42,22.15,331.85,0.09952,-0.28226,0.7,-0.0976,-0.14,0.92
2003-06-10,100.76800098110859,96.60338080680043,95.043252,654.435519,127.660666,7042.7,20.64,327.994,0.09902,-0.28085,0.7,-0.0976,-0.14,0.92
2003-06-11,100.96183690174585,97.00207704919528,104.965238,642.430842,126.861324,7100.77,20.21,333.108,0.09852,-0.27944,0.7,-0.0976,-0.14,0.92
2003-06-12,100.9179763073461,97.16248575327839,93.435614,640.210915,126.475075,7106.86,20.41,330.018,0.08579,-0.2959,0.7,-0.0753,-0.14,0.92
2003-06-13,100.87646245098085,97.89568978443148,91.007856,625.312803,125.891113,7010.55,20.66,332.219,0.06132,-0.29442,0.7,-0.0753,-0.15,0.92
2003-06-16,101.06713542074186,98.34190653530361,106.223576,614.764697,124.369803,7099.27,20.22,336.43,0.10263,-0.29295,0.7,-0.0753,-0.15,0.92
2003-06-17,101.14643619869183,98.85320570284924,103.936612,603.756405,121.787552,7121.02,20.01,340.875,0.11821,-0.2133,0.7,-0.0533,-0.15,0.92
2003-06-18,101.13120560652985,99.26024588928342,93.872885,595.194731,120.920524,7103.49,19.76,351.465,0.11762,-0.21223,0.7,-0.0533,-0.15,0.92
2003-06-19,101.18359053010136,99.21951551130313,98.031073,598.479801,121.702633,7078.48,19.8,359.984,0.15137,-0.21117,0.7,-0.037,-0.15,0.92
2003-06-20,101.19504575952682,99.45648248152055,101.755152,593.428763,122.170372,7070.91,19.14,361.692,0.15062,-0.21011,0.7,-0.037,-0.02,0.92
2003-06-23,101.06448802581384,99.06983696491378,88.224583,603.443857,125.071083,7014.66,20.58,356.092,0.14986,-0.20906,0.7,-0.037,-0.02,0.92
2003-06-24,101.1074547208591,98.885387505096,94.34153,606.921965,125.264358,6988.88,20.75,352.527,0.15371,-0.20802,0.7,-0.037,-0.02,0.92
2003-06-25,101.22262548046884,99.35039568849649,105.44641,594.894679,123.564746,6970.62,20.81,354.747,0.16583,-0.20698,0.7,0.0206,-0.02,0.92
2003-06-26,101.27304402724357,99.92375548689245,103.175821,579.371007,122.614386,6991.4,19.4,367.595,0.15483,-0.20594,0.7,0.0288,-0.02,0.92
2003-06-27,101.19373215122035,99.9372672482938,96.11346,581.140396,122.113969,6979.12,19.16,372.247,0.17632,-0.218,0.7,-0.0052,-0.09,0.92
2003-06-30,101.05963413214059,99.75681591026394,89.258327,587.460552,123.329521,6983.14,19.52,370.436,0.17371,-0.21691,1.3,-0.0052,-0.09,0.97
2003-07-01,101.12225652382733,99.82537793282235,90.134253,582.809559,123.473619,6983.14,19.46,370.813,0.16574,-0.18272,1.3,-0.0015,-0.09,0.97
2003-07-02,101.13858683415684,99.7132007456455,92.256437,586.165134,123.570063,6990.3,19.03,372.022,0.17561,-0.18181,1.3,0.0181,-0.09,0.97
2003-07-03,101.20692876923032,100.09687303310217,95.689324,577.450497,123.577198,6999.78,19.39,382.717,0.1558,-0.1809,1.3,-0.0377,-0.09,0.97
2003-07-07,101.21667590429107,100.41855492346802,101.151782,571.154492,122.080907,7068.43,20.06,386.661,0.15424,-0.17909,1.3,-0.0377,-0.06,0.97
2003-07-08,101.1846357668183,100.56837307029282,89.06617,567.840522,120.499344,7089.6,19.48,383.494,0.15855,-0.1782,1.3,-0.0372,-0.06,0.97
2003-07-09,101.29502527468884,100.52985982469419,85.449103,569.291872,119.669511,7117.29,18.93,382.648,0.13881,-0.17731,1.3,0.0032,-0.06,0.97
