Date,cad_oas,us_hy_oas,us_ig_oas,tsx,vix,us_3m_10y,us_growth_surprises,us_inflation_surprises,us_lei_yoy,us_hard_data_surprises,us_equity_revisions,us_economic_regime,cad_ig_er_index,us_hy_er_index,us_ig_er_index
2018-06-25,106.986556,345.047745,123.299855,16183.96,17.33,112.755,0.42648,0.11793,7.3,0.0304,-0.02,1.0,119.6163237114025,180.79725998840317,111.06429823713303
2018-06-26,107.116435,347.819188,122.98912,16280.09,15.92,109.959,0.4281,0.07603,7.3,0.0304,-0.02,1.0,119.59630327648917,180.71255638391693,111.10757350118713
2018-06-27,108.356866,355.238537,123.418101,16231.25,17.91,104.18,0.43512,0.07565,7.3,0.012,-0.02,1.0,119.50441375616806,180.18237925713265,111.07992101485968
2018-06-28,108.914651,362.209009,123.873482,16179.89,16.85,104.546,0.4233,0.14842,7.3,0.0037,-0.02,1.0,119.48332433848134,179.77916739457828,111.02773720272413
2018-06-29,108.024602,361.128419,122.495289,16277.73,16.09,106.653,0.40951,0.18036,7.3,-0.0487,0.01,1.0,119.48671761229049,179.90410489882046,111.17383648591937
2018-06-30,108.024602,361.128419,122.495289,16277.73,16.09,106.653,0.40951,0.18036,7.3,-0.0487,0.01,1.0,119.48671761229049,179.90410489882046,111.17383648591937
2018-07-02,108.484211,367.680942,123.610647,16277.73,15.6,105.774,0.41969,0.19029,7.3,-0.0385,0.01,1.0,119.4937848425364,179.57568810581245,111.16089125198853
2018-07-03,109.866445,368.427343,123.083668,16263.16,16.14,98.713,0.43547,0.18934,7.3,0.0104,0.01,1.0,119.46862373515755,179.56831962585713,111.222764468173
2018-07-04,109.866445,368.427343,123.083668,16304.72,16.14,98.713,0.43329,0.1884,7.3,0.0104,0.01,1.0,119.46862373515755,179.56831962585713,111.222764468173
2018-07-05,109.373762,366.394401,121.876349,16266.61,14.97,99.121,0.43272,0.18745,7.3,-0.0237,0.01,1.0,119.52121529881964,179.69894771006483,111.34324149055628
2018-07-06,109.446973,365.26257,121.396071,16371.78,13.37,97.863,0.44531,0.17249,7.3,-0.0451,-0.07,1.0,119.543785765265,179.75982870469554,111.39460710143891
2018-07-09,108.795965,356.999372,119.700694,16452.34,12.69,100.327,0.46862,0.17163,7.3,0.0811,-0.07,1.0,119.56716722534514,180.30185466140802,111.57772687922102
2018-07-10,108.995403,350.428076,118.645806,16548.72,12.64,98.13,0.46985,0.17077,7.3,0.0811,-0.07,1.0,119.55940246890968,180.6701233641743,111.68028155963712
2018-07-11,109.043507,354.373187,118.707687,16417.32,13.63,99.109,0.4874,0.25435,7.3,0.0627,-0.07,1.0,119.55476821956809,180.37438099596807,111.67226137667814
2018-07-12,109.506575,348.616986,118.817934,16567.42,12.58,97.732,0.4905,0.22493,7.3,0.0618,-0.07,1.0,119.5458114577607,180.65422436927076,111.79566491142658
2018-07-13,109.675098,346.989078,117.269718,16561.12,12.18,95.527,0.4863,0.18076,7.3,0.0618,-0.06,1.0,119.54037696433178,180.61372807451636,111.82671016034908
2018-07-16,109.586481,351.080431,116.919823,16494.73,12.83,97.529,0.48184,0.17986,7.3,0.0742,-0.06,1.0,119.53576899166173,180.7705474635652,111.86016700936831
2018-07-17,109.870479,350.968315,117.070776,16519.24,12.06,95.935,0.47444,0.17896,7.3,0.0635,-0.06,1.0,119.53662417788043,180.83589452816884,111.84429299972169
2018-07-18,109.738945,348.751929,116.537605,16477.4,12.1,98.35,0.40964,0.17806,7.3,-0.0465,-0.06,1.0,119.54768426780393,180.95189632246525,111.88526077780807
2018-07-19,110.060635,352.413748,116.696678,16543.01,12.87,96.916,0.42264,0.17717,7.3,-0.0453,-0.06,1.0,119.53709238039121,180.76803953858044,111.87890302588714
2018-07-20,109.478681,349.429189,116.189311,16435.46,12.86,104.698,0.42053,0.17628,7.3,-0.0453,0.05,1.0,119.5726220234748,180.96531059738388,111.90324423024227
2018-07-23,108.998506,343.762681,115.069195,16420.84,12.62,112.769,0.41173,0.1754,7.3,-0.0474,0.05,1.0,119.57657188496259,181.43126163955773,111.99907675928593
2018-07-24,108.955658,341.742629,112.939582,16390.13,12.41,108.368,0.41313,0.16884,7.3,-0.0474,0.05,1.0,119.60683305540552,181.51613124904299,112.21830490135085
2018-07-25,108.335458,342.051724,112.286742,16420.76,12.29,110.594,0.39751,0.16799,7.3,-0.0879,0.05,1.0,119.64169742094185,181.52000291401953,112.29567188427603
2018-07-26,108.100126,336.431974,110.437967,16455.73,12.14,111.051,0.38455,0.16715,7.3,-0.0916,0.05,1.0,119.65425528114224,181.9407256264677,112.46150984831938
2018-07-27,107.940783,337.119622,109.512649,16393.95,13.03,109.316,0.39005,0.19999,7.3,-0.0916,0.09,1.0,119.68951379675146,181.93284485151545,112.56372049943964
2018-07-30,108.124637,330.568353,109.270519,16345.47,14.26,111.576,0.3935,0.19899,7.3,-0.048,0.09,1.0,119.72994165028602,182.0621163357314,112.57560761695075
2018-07-31,106.852003,335.972807,108.581336,16434.01,12.83,105.677,0.39997,0.1292,7.7,-0.0522,0.09,0.99,119.77467410037397,182.19285330493844,112.64215917888835
2018-08-01,111.260162,332.857135,108.593028,16376.77,13.15,110.942,0.36001,0.11591,7.7,-0.1226,0.09,0.99,119.84241177638161,182.42320041354128,112.6411146425724
2018-08-02,111.432875,333.878591,108.670517,16409.16,12.19,111.113,0.36299,0.11533,7.7,-0.1083,0.09,0.99,119.8398306906014,182.32490581913748,112.62426852383
2018-08-03,111.08946,334.115751,108.138184,16420.24,11.64,108.165,0.34026,0.11476,7.7,-0.1235,0.07,0.99,119.85641963109248,182.28803128936116,112.674486615943
2018-08-06,110.89058,332.451173,107.463201,16420.24,11.27,107.232,0.33855,0.11418,7.7,-0.1235,0.07,0.99,119.86835879511787,182.37909306380882,112.73916299188328
2018-08-07,110.771247,325.460716,106.581716,16286.3,10.93,106.481,0.32886,0.11361,7.7,-0.1619,0.07,0.99,119.89925777204233,182.84916567095766,112.81469100242123
2018-08-08,110.736027,325.456276,107.655957,16315.08,10.85,105.684,0.32722,0.11305,7.7,-0.1619,0.07,0.99,119.89677820976574,182.83041246107143,112.68610326305375
2018-08-09,110.77383,328.381887,109.087932,16416.98,11.27,102.352,0.32642,0.07266,7.7,-0.1861,0.07,0.99,119.90984249309007,182.61536280237578,112.54166075252
2018-08-10,111.694683,336.879324,111.801162,16326.51,13.16,98.241,0.32349,0.10753,7.7,-0.1861,-0.06,0.99,119.87188225789046,181.88913912678058,112.27658052170823
2018-08-13,111.586886,318.886669,112.150803,16250.75,14.78,100.191,0.32187,0.10699,7.7,-0.1861,-0.06,0.99,119.86842209800835,181.90151096170555,112.23463610782481
2018-08-14,111.387178,338.37118,111.473136,16330.67,13.31,99.062,0.31635,0.11975,7.7,-0.1861,-0.06,0.99,119.87298468370034,182.0576377707586,112.31615633915688
2018-08-15,111.573497,345.504442,112.216875,16148.5,14.64,96.818,0.33384,0.09712,7.7,-0.1283,-0.06,0.99,119.87063411599306,181.59488366356535,112.24112060738105
2018-08-16,111.452127,340.616068,110.910066,16225.65,13.45,97.214,0.29557,0.09663,7.7,-0.1464,-0.06,0.99,119.88549715692263,181.87999457183602,112.37929363666845
2018-08-17,111.422121,340.059711,110.980502,16323.71,12.64,98.225,0.29883,0.09615,7.7,-0.1464,-0.08,0.99,119.90346323388042,181.93815701148327,112.37505324926231
2018-08-20,111.466185,342.473179,110.901297,16331.03,12.49,94.742,0.29733,0.09567,7.7,-0.1464,-0.08,0.99,119.89047419738822,181.78123944743504,112.37936153718736
2018-08-21,111.459545,338.197101,110.680908,16296.97,12.86,91.611,0.29585,0.09519,7.7,-0.1464,-0.08,0.99,119.91126859971735,182.08755258557713,112.3912961850617
2018-08-22,111.533469,336.775061,111.780067,16347.34,12.25,90.496,0.28463,0.09472,7.7,-0.1535,-0.08,0.99,119.91277711954167,182.12978925532096,112.276823831901
2018-08-23,111.306405,336.353242,111.841865,16326.79,12.41,89.856,0.24727,0.08855,7.7,-0.1707,-0.08,0.99,119.9233295919471,182.18149356500734,112.26489597407856
2018-08-24,111.259596,334.725259,111.788376,16356.05,11.99,85.971,0.24603,0.08811,7.7,-0.1719,-0.05,0.99,119.93133561600291,182.315099029197,112.27298858425772
2018-08-27,110.808655,331.580046,111.355968,16444.39,12.16,88.943,0.24328,0.08767,7.7,-0.1719,-0.05,0.99,119.9536242054265,182.58611557755316,112.31557126301891
2018-08-28,111.020537,329.552151,110.922786,16355.54,12.5,91.09,0.26525,0.07004,7.7,-0.2319,-0.05,0.99,119.95714050183413,182.8242042311091,112.35818562868893
2018-08-29,110.636048,329.098687,111.517291,16390.29,12.25,89.55,0.27945,0.06969,7.7,-0.2331,-0.05,0.99,119.9533984649302,182.84513335598214,112.30257849872484
2018-08-30,111.061528,333.216041,112.027078,16371.55,13.53,90.371,0.279,0.06629,7.7,-0.2682,-0.05,0.99,119.94340258020348,182.6232185873281,112.25985662389988
2018-08-31,111.036213,336.180366,113.018334,16262.88,12.86,91.756,0.28789,0.06596,7.3,-0.2682,-0.03,1.0,119.93760499094984,182.46652057827856,112.16529043953393
2018-09-03,111.640692,337.744316,113.630235,16262.88,12.86,91.756,0.28645,0.06563,7.3,-0.2682,-0.03,1.0,119.93760499094984,182.46652057827856,112.16529043953393
2018-09-04,112.070831,334.911788,113.720482,16161.3,13.16,94.742,0.30492,0.08095,7.3,-0.2814,-0.03,1.0,119.92280405851659,182.71097097179586,112.13785070816573
2018-09-05,112.45209,338.83679,114.014446,16137.57,13.91,93.994,0.30394,0.08054,7.3,-0.2814,-0.03,1.0,119.89480268182477,182.5100049630148,112.1289874270969
2018-09-06,112.5232,340.676936,113.50237,16100.94,14.65,92.257,0.31938,0.07713,7.3,-0.3056,-0.03,1.0,119.88960228965125,182.3221194341544,112.18817517775835
2018-09-07,112.999634,335.901951,112.699081,16090.27,14.88,96.134,0.31048,0.10479,7.3,-0.3719,-0.05,1.0,119.87554188159734,182.69208388691044,112.27320926094418
2018-09-10,113.060744,334.734958,112.102666,16057.09,14.16,95.137,0.3143,0.10427,7.3,-0.3246,-0.05,1.0,119.87019219015379,182.8140118811709,112.34860147044431
2018-09-11,113.032742,329.559352,110.802296,16094.25,13.22,96.764,0.3278,0.10375,7.3,-0.3028,-0.05,1.0,119.879699567669,183.19201954387813,112.46889629310184
2018-09-12,112.737554,327.946493,110.201191,16049.02,13.14,96.073,0.32616,-0.05605,7.3,-0.3028,-0.05,1.0,119.88379156206186,183.32121427309454,112.53051261898976
2018-09-13,113.177863,323.433386,109.311831,16001.71,12.37,96.413,0.32369,-0.20071,7.3,-0.2979,-0.05,1.0,119.88437681520035,183.58676336648392,112.6285654950019
2018-09-14,112.956667,318.803553,108.120243,16013.49,12.07,97.804,0.31904,-0.24123,7.3,-0.3974,-0.08,1.0,119.89560173151797,183.85688562984552,112.73228806434331
2018-09-17,113.089117,316.891895,107.754269,16082.31,13.68,97.315,0.31178,-0.24002,7.3,-0.3974,-0.08,1.0,119.88278229899649,183.9258705244271,112.7647456440592
2018-09-18,112.529646,314.103535,107.525667,16196.04,12.79,103.256,0.31606,-0.23882,7.3,-0.378,-0.08,1.0,119.88070046997525,184.23252816756712,112.76033663703109
2018-09-19,112.694512,314.278296,106.914022,16149.92,11.75,104.108,0.28809,-0.23763,7.3,-0.3689,-0.08,1.0,119.88939207627907,184.3105862170937,112.80157828054374
2018-09-20,112.396587,314.798641,105.563398,16214.75,11.8,102.698,0.28698,-0.23644,7.3,-0.319,-0.08,1.0,119.91742211843072,184.2720320023275,112.9538723544145
2018-09-21,111.823432,315.998987,105.164741,16224.13,11.68,102.902,0.28555,-0.23526,7.3,-0.319,-0.11,1.0,119.94400933243686,184.24155848251232,113.00090251716452
2018-09-24,111.572625,316.304416,105.759109,16207.32,12.2,105.519,0.27878,-0.23408,7.3,-0.319,-0.11,1.0,119.97395279403314,184.22815491759363,112.95834020855901
2018-09-25,111.452999,315.58243,105.660635,16159.5,12.42,101.086,0.31225,-0.26137,7.3,-0.319,-0.11,1.0,119.98339209108123,184.29767352717198,112.95472224257624
2018-09-26,111.156534,316.972629,105.921473,16169.28,12.89,98.453,0.31604,-0.26007,7.3,-0.3236,-0.11,1.0,120.00303868062244,184.16297921298894,112.96067824976025
2018-09-27,110.966782,316.351538,104.925917,16204.62,12.41,99.402,0.27518,-0.24298,7.3,-0.32,-0.11,1.0,120.03139956995648,184.27383485231658,113.06043769214774
2018-09-28,110.553296,314.686094,105.123784,16073.14,12.12,100.165,0.26241,-0.28809,7.3,-0.3457,-0.17,1.0,120.06230690764005,184.33784138192834,113.0383994470591
2018-09-30,110.553296,314.686094,105.123784,16073.14,12.12,100.165,0.26241,-0.28809,7.6,-0.3457,-0.17,1.0,120.06230690764005,184.33784138192834,113.0383994470591
2018-10-01,109.770455,308.663863,104.757858,16104.43,12.0,102.529,0.25459,-0.31373,7.6,-0.3309,-0.17,1.0,120.12399139404377,184.80242154411053,113.17284473785817
2018-10-02,109.75066,308.813366,104.845192,16017.23,12.05,100.335,0.26938,-0.31216,7.6,-0.3041,-0.17,1.0,120.13742952274022,184.75558135939463,113.14720550191649
2018-10-03,109.294484,302.406376,104.462474,16072.05,11.61,111.28,0.29811,-0.3106,7.6,-0.2664,-0.17,1.0,120.15379152834086,185.22913293152237,113.1779395401273
2018-10-04,108.910649,315.134636,104.836025,16006.67,14.22,112.598,0.30356,-0.30905,7.6,-0.2654,-0.17,1.0,120.14847050235713,184.56763871053454,113.15535243251078
2018-10-05,108.832033,319.404017,104.911962,15946.17,14.82,118.69,0.31079,-0.3075,7.6,-0.1943,-0.2,1.0,120.1588557595801,184.33753079193022,113.1457648792402
2018-10-08,108.832033,319.404017,104.911962,15946.17,15.69,118.69,0.30924,-0.30597,7.6,-0.1943,-0.2,1.0,120.1588557595801,184.33753079193022,113.1457648792402
2018-10-09,109.462389,329.403653,105.417544,15854.05,15.95,112.888,0.30406,-0.30444,7.6,-0.1943,-0.2,1.0,120.14386133529291,183.7274356456307,113.12303631220928
2018-10-10,110.148436,338.977231,106.686862,15517.4,22.96,107.894,0.31254,-0.28692,7.6,-0.1911,-0.2,1.0,120.09511213764421,183.1116570593656,113.01222379701801
2018-10-11,111.438914,346.545637,107.793739,15317.13,24.98,105.995,0.30981,-0.39788,7.6,-0.2037,-0.2,1.0,120.03804995664049,182.6591684871101,112.92372339234166
2018-10-12,111.452753,343.107254,108.668971,15414.29,21.31,106.655,0.29828,-0.36032,7.6,-0.2037,-0.24,1.0,120.03230611512407,182.9299137154679,112.86249749443749
2018-10-15,111.354065,339.590661,108.951247,15409.47,21.3,105.307,0.31078,-0.35852,7.6,-0.3483,-0.24,1.0,120.02444222397327,183.19641064385155,112.83944074156514
2018-10-16,111.597926,335.141453,108.686132,15579.74,17.62,102.656,0.33947,-0.35673,7.6,-0.3107,-0.24,1.0,120.0191833064859,183.4718200771811,112.86525199215474
2018-10-17,111.310681,335.100559,109.218795,15529.9,17.4,106.249,0.32169,-0.35495,7.6,-0.3046,-0.24,1.0,120.0248256244987,183.5368226367868,112.83033528197886
2018-10-18,111.860169,342.051033,110.000814,15404.13,20.06,105.391,0.3251,-0.35317,7.6,-0.3075,-0.24,1.0,120.00049462106121,183.03665135982052,112.76187458378448
2018-10-19,111.680577,341.300013,110.626043,15470.1,19.89,106.754,0.30091,-0.35141,7.6,-0.3287,-0.24,1.0,120.00539641469467,183.1199323193154,112.70083088560605
2018-10-22,111.947081,342.024222,110.888697,15412.7,19.64,107.912,0.29902,-0.34965,7.6,-0.3287,-0.24,1.0,120.01297484564118,183.08473390452886,112.69133612971133
2018-10-23,113.086016,355.482991,113.193928,15285.17,20.71,103.244,0.28195,-0.3479,7.6,-0.3287,-0.24,1.0,119.93890807497863,182.24854530460067,112.48115912681757
2018-10-24,113.867163,358.871795,114.000693,14909.13,25.23,99.517,0.25302,-0.34616,7.6,-0.398,-0.24,1.0,119.89606037887548,182.04677961582445,112.42052283175265
2018-10-25,114.03878,362.441466,115.325066,14924.08,24.22,101.348,0.23187,-0.34443,7.6,-0.3347,-0.24,1.0,119.8859187780612,181.8188476122069,112.40321272613099
2018-10-26,115.103379,376.676508,116.665979,14888.26,24.16,98.534,0.22993,-0.36195,7.6,-0.3347,-0.25,1.0,119.80947635741398,180.9134367126985,112.19438128518703
2018-10-29,115.8403,375.264991,116.654816,14721.75,24.7,102.163,0.23109,-0.32295,7.6,-0.39,-0.25,1.0,119.78091122667855,181.00726166712946,112.2104510746632
2018-10-30,116.039075,377.832485,117.617578,14894.5,23.35,103.59,0.23606,-0.34643,7.6,-0.39,-0.25,1.0,119.75157212852731,180.7958712584116,112.12106569989034
2018-10-31,116.215608,369.582463,117.463758,15027.28,21.23,105.982,0.2341,-0.32626,6.5,-0.3733,-0.25,1.0,119.7188493117202,181.42486241459656,112.1333149535023
2018-11-01,118.068311,371.30142,118.980916,15150.15,19.34,105.106,0.23607,-0.30408,6.5,-0.3347,-0.25,1.0,119.70160106565272,181.42117103461894,112.05568768525463
2018-11-02,117.513216,362.585285,116.734185,15119.28,19.51,112.952,0.26234,-0.30256,6.5,-0.2817,-0.22,1.0,119.72274781425914,182.06842809569312,112.2869489309463
2018-11-05,117.587945,361.80977,116.117001,15217.7,19.96,110.896,0.26992,-0.30105,6.5,-0.2817,-0.22,1.0,119.7268481694111,182.11164116043102,112.35763110778447
2018-11-06,117.50243,358.165348,114.896736,15292.71,19.91,109.759,0.265,-0.29955,6.5,-0.2817,-0.22,1.0,119.74772617933147,182.36503440389413,112.48872777132578
2018-11-07,116.884777,348.960836,112.854288,15369.43,16.36,108.572,0.25538,-0.29805,6.5,-0.3378,-0.22,1.0,119.77271409955708,182.90855976059746,112.6824649269153
2018-11-08,116.911368,345.935912,113.339008,15357.47,16.72,107.8,0.25479,-0.29656,6.5,-0.3305,-0.22,1.0,119.79331620442643,183.11349560935443,112.65482941571759
2018-11-09,116.851524,359.947772,114.916598,15274.44,17.36,103.165,0.25694,-0.14879,6.5,-0.304,-0.2,1.0,119.78070220770051,182.15889725014438,112.51356125444303
2018-11-12,116.851524,359.947772,114.916598,15156.4,20.45,103.165,0.25566,-0.14805,6.5,-0.304,-0.2,1.0,119.78070220770051,182.15889725014438,112.51356125444303
2018-11-13,118.173203,377.111752,118.480851,15131.78,20.02,101.454,0.2485,-0.14731,6.5,-0.304,-0.2,1.0,119.72321123919329,181.07166268173884,112.18943133735826
2018-11-14,119.388782,390.268345,121.716483,15133.12,21.25,98.776,0.24725,-0.17234,6.5,-0.304,-0.2,1.0,119.63516766806804,180.18521383711544,111.89923809962637
2018-11-15,121.236418,401.803125,127.264275,15144.88,19.98,99.84,0.24742,-0.13881,6.5,-0.3039,-0.2,1.0,119.50594496948145,179.41714797677403,111.46068335974414
2018-11-16,122.445352,410.280332,127.313801,15155.5,18.14,96.201,0.26629,-0.13812,6.5,-0.2825,-0.27,1.0,119.42956943490722,178.84883611022101,111.46954550913763
2018-11-19,124.575789,416.0192,129.363517,15071.01,20.1,96.615,0.23353,-0.13742,6.5,-0.3736,-0.27,1.0,119.28528303717214,178.4782968874685,111.33032454850833
2018-11-20,127.006983,423.141301,131.998264,14877.0,22.48,93.045,0.23216,-0.13674,6.5,-0.339,-0.27,1.0,119.12438142227447,177.99763566038385,111.13472691870058
2018-11-21,127.831905,416.61697,130.429214,15095.02,20.8,91.362,0.22458,-0.13605,6.5,-0.3695,-0.27,1.0,119.05983158428042,178.50076111233224,111.30088062015687
2018-11-22,127.831905,416.61697,130.429214,15091.58,20.8,91.444,0.22345,-0.13537,6.5,-0.3695,-0.27,1.0,119.05983158428042,178.50076111233224,111.30088062015687
2018-11-23,128.186852,423.956221,130.840906,15010.73,21.52,89.758,0.22234,-0.1347,6.5,-0.3695,-0.32,1.0,119.03007683696143,178.15428904443368,111.26086231765997
2018-11-26,129.152357,420.725619,130.534144,15012.65,18.9,90.756,0.20956,-0.13402,6.5,-0.3695,-0.32,1.0,118.96103727131917,178.4675226275338,111.33128534085095
2018-11-27,130.035881,424.364644,132.37933,14944.09,19.02,91.912,0.20852,-0.1338,6.5,-0.3695,-0.32,1.0,118.90759171583254,178.11377132967945,111.169609678617
2018-11-28,130.34339,418.038468,133.590402,15171.25,18.49,95.928,0.1731,-0.13313,6.5,-0.3822,-0.32,1.0,118.87230931234012,178.56564764693866,111.08479400876702
2018-11-29,131.198591,416.701073,135.009457,15194.04,18.79,96.62,0.16455,-0.20538,6.5,-0.3494,-0.32,1.0,118.80087140322419,178.69941197612732,110.97675183474742
2018-11-30,132.883313,416.666022,137.096146,15197.82,18.07,94.25,0.19103,-0.20436,5.9,-0.3494,-0.28,0.99,118.66626915334002,178.6445821314599,110.81601772637572
2018-12-03,133.798852,408.324807,136.220954,15274.98,16.44,91.205,0.20196,-0.2593,5.9,-0.3524,-0.28,0.99,118.68833319666149,179.32421552233768,110.96831180024648
2018-12-04,135.618009,417.879819,139.360414,15063.59,20.74,75.529,0.20095,-0.25801,5.9,-0.3524,-0.28,0.99,118.56438255389803,178.6968790611427,110.71215482929523
2018-12-05,135.618009,417.879819,139.360414,15182.63,20.74,75.529,0.19995,-0.25672,5.9,-0.3524,-0.28,0.99,118.56438255389803,178.6968790611427,110.71215482929523
