Date,cad_oas,us_hy_oas,us_ig_oas,tsx,vix,us_3m_10y,us_growth_surprises,us_inflation_surprises,us_lei_yoy,us_hard_data_surprises,us_equity_revisions,us_economic_regime,cad_ig_er_index,us_hy_er_index,us_ig_er_index
2008-09-12,200.530195,813.246257,326.497583,12769.58,25.66,285.052,0.2655,0.78568,-11.3,0.1102,-0.31,0.02,98.47101109117403,110.44814657314474,93.20007444073298
2008-09-15,206.811993,868.8364,370.218065,12254.03,31.7,322.666,0.19171,0.78176,-11.3,0.0376,-0.31,0.02,98.0552166197431,107.61097564452132,90.67362589093983
2008-09-16,214.893584,887.733569,374.621443,12226.99,30.3,355.982,0.17025,0.71274,-11.3,0.0602,-0.31,0.02,97.58738728541289,106.59807878725722,90.28613978220098
2008-09-17,227.868549,918.641708,390.255251,11877.69,36.22,401.407,0.14589,0.70918,-11.3,-0.0411,-0.31,0.02,96.88325254222272,105.03132939322481,88.29359087447344
2008-09-18,231.158137,936.848581,406.575514,12064.57,33.1,397.074,0.14332,0.70563,-11.3,-0.0377,-0.31,0.02,96.73797469940267,104.35654175891166,87.21171327031715
2008-09-19,220.319022,870.801353,387.51535,12912.99,32.07,330.67,0.1426,0.70211,-11.3,-0.0377,-0.44,0.02,97.3751372580148,107.92383455157066,88.71122548168584
2008-09-22,216.420748,867.257476,371.667923,12638.07,33.85,357.851,0.14189,0.6986,-11.3,-0.0377,-0.44,0.02,97.56040605771406,108.19851469552805,89.63726454010566
2008-09-23,221.918163,886.961606,377.562739,12532.63,35.72,417.484,0.1308,0.67235,-11.3,-0.0377,-0.44,0.02,97.32747950973186,107.317153786757,89.37311545906373
2008-09-24,227.531635,911.736832,381.694314,12513.36,35.19,424.659,0.12321,0.66899,-11.3,-0.0495,-0.44,0.02,97.01801578348113,105.94991994817353,89.08629779544567
2008-09-25,231.659842,930.283591,392.165244,12546.51,32.82,394.518,0.03761,0.66564,-11.3,-0.1307,-0.44,0.02,96.85167630695952,105.25237134846193,88.62210026405134
2008-09-26,234.52489,966.77248,418.593582,12126.0,34.74,391.352,-0.01157,0.6695,-11.3,-0.1307,-0.47,0.02,96.73649201390053,103.63223234394871,87.15293852281448
2008-09-29,240.294325,1016.035466,425.370061,11285.07,46.72,316.496,-0.01152,0.71822,-11.3,-0.1526,-0.47,0.02,96.41909799779731,101.09595407516377,86.61489000481214
2008-09-30,245.484891,1017.647187,440.517307,11752.9,39.39,363.635,0.01603,0.68758,-12.5,-0.1526,-0.47,0.04,96.28779064004011,101.23446210805699,86.11837004354815
2008-10-01,254.968768,1047.924426,450.106255,11714.51,39.81,361.919,-0.04767,0.56679,-12.5,-0.1699,-0.47,0.04,95.87871233868619,99.90770370519881,85.53876710051628
2008-10-02,267.723517,1117.979957,459.960269,10900.54,45.26,368.032,-0.08027,0.56396,-12.5,-0.2006,-0.47,0.04,95.27406751556383,96.60531919613697,84.94892628377002
2008-10-03,271.914024,1139.968962,460.098588,10803.35,45.14,370.295,-0.0823,0.56114,-12.5,-0.1978,-0.63,0.04,95.07351580583573,95.83501448128955,84.93991118428258
2008-10-06,282.907892,1218.70535,474.768486,10230.43,52.05,350.276,-0.08189,0.55833,-12.5,-0.1978,-0.63,0.04,94.50003575501424,92.25680089726887,83.91117500975032
2008-10-07,280.910801,1229.112341,484.663408,9829.55,53.68,333.019,-0.1077,0.55554,-12.5,-0.3676,-0.63,0.04,94.63094482473157,92.02541618427948,83.55705103720098
2008-10-08,284.915243,1252.216018,501.828162,10056.31,57.53,352.331,-0.07575,0.55276,-12.5,-0.3244,-0.63,0.04,94.47038913916053,91.39579723800195,83.0362696035828
2008-10-09,290.227631,1285.873645,509.633856,9600.18,63.92,364.373,-0.06402,0.55,-12.5,-0.3245,-0.63,0.04,94.23593430017543,90.208010722168,82.78430647757034
2008-10-10,294.471076,1410.895099,527.411194,9065.16,69.95,390.604,-0.06424,0.63721,-12.5,-0.3245,-0.69,0.04,94.1234133683602,85.49840933779804,81.9157129344586
2008-10-13,294.471076,1410.895099,527.411194,9065.16,54.99,390.604,-0.06392,0.63403,-12.5,-0.3245,-0.69,0.04,94.1234133683602,85.49840933779804,81.9157129344586
2008-10-14,277.307308,1333.862573,516.185674,9955.66,55.13,403.151,-0.06299,0.63086,-12.5,-0.3245,-0.69,0.04,94.79452770209679,88.95686411077538,82.58464505665187
2008-10-15,277.702321,1401.208862,539.716689,9323.85,69.25,403.512,-0.11419,0.6277,-12.5,-0.3453,-0.69,0.04,94.70753064886755,86.37986777487355,81.57997634228974
2008-10-16,282.479061,1449.359906,548.564071,9269.97,67.61,382.942,-0.29858,0.55345,-12.5,-0.4307,-0.69,0.04,94.4663616667166,84.39278922911188,81.05029522156026
2008-10-17,287.319128,1470.41195,564.07315,9562.49,70.33,354.431,-0.3488,0.55068,-12.5,-0.5192,-0.72,0.04,94.25472579339525,83.83804228642938,80.45408185076732
2008-10-20,288.891321,1453.805054,567.152824,10251.4,52.97,317.282,-0.3152,0.54793,-12.5,-0.5192,-0.72,0.04,94.10517927570508,84.40381349562587,80.27174621535532
2008-10-21,289.689142,1462.381414,565.523321,9795.8,53.11,329.538,-0.31362,0.54519,-12.5,-0.5192,-0.72,0.04,94.02720907125749,83.85740046549743,80.20134168108423
2008-10-22,291.096582,1476.71139,565.111751,9236.88,69.65,313.875,-0.31205,0.54246,-12.5,-0.5192,-0.72,0.04,93.90472688462305,83.22153970773371,80.15641641872287
2008-10-23,297.663756,1500.920732,565.76017,9331.35,67.8,316.41,-0.31237,0.53406,-12.5,-0.5187,-0.72,0.04,93.67514068620683,82.24829762119387,80.04878641846314
2008-10-24,303.57493,1527.762032,575.822528,9294.09,79.13,325.422,-0.27087,0.53139,-12.5,-0.4979,-0.63,0.04,93.41301344282266,81.48815725866369,79.80462457211972
2008-10-27,308.378529,1540.55396,576.85657,8537.34,80.06,328.218,-0.25678,0.52873,-12.5,-0.4786,-0.63,0.04,93.21439743323745,81.16124713955303,79.85936386619329
2008-10-28,302.221252,1524.420482,572.75947,9151.63,66.96,352.988,-0.30356,0.52454,-12.5,-0.4786,-0.63,0.04,93.45284427372147,81.84663443544484,80.17811991504989
2008-10-29,300.936544,1487.269615,574.927038,9501.56,69.96,373.548,-0.2858,0.52192,-12.5,-0.4651,-0.63,0.04,93.54917525277072,82.85652099833557,80.29849900314012
2008-10-30,300.643056,1460.830766,572.214036,9856.21,62.9,401.595,-0.27979,0.52893,-12.5,-0.4602,-0.63,0.04,93.52204403364722,83.88099993644045,80.53480783323208
2008-10-31,301.754954,1477.287785,582.99744,9762.76,59.89,402.606,-0.31247,0.58383,-15.0,-0.4768,-0.65,0.01,93.54503325984712,83.48618514065663,80.29147476714174
2008-11-03,304.146005,1492.598406,580.700337,9721.26,53.68,388.69,-0.35738,0.51471,-15.0,-0.5118,-0.65,0.01,93.53280895873517,82.97383922302798,80.04445745942222
2008-11-04,302.24933,1483.886006,577.180332,10116.58,47.73,376.643,-0.40105,0.51214,-15.0,-0.5433,-0.65,0.01,93.5993514381506,83.01250681701183,80.03508318866062
2008-11-05,300.804562,1477.328869,562.544626,9887.2,54.56,383.512,-0.42335,0.50958,-15.0,-0.5686,-0.65,0.01,93.66580169310896,83.15329843947318,80.62294309126058
2008-11-06,301.037521,1490.042965,560.665591,9555.41,63.68,392.413,-0.42275,0.52172,-15.0,-0.5815,-0.65,0.01,93.66725600185507,82.64381414502205,80.66636301806025
2008-11-07,301.515233,1501.210921,559.620593,9596.21,56.1,399.386,-0.44263,0.51911,-15.0,-0.5901,-0.62,0.01,93.63135737857641,82.32889643925272,80.8204823173654
2008-11-10,297.778857,1507.729699,547.273659,9688.8,59.98,397.909,-0.44042,0.51651,-15.0,-0.5901,-0.62,0.01,93.76458827500966,82.05585524655828,81.30547596502579
2008-11-11,297.778857,1507.729699,547.273659,9424.0,61.44,397.909,-0.43822,0.51393,-15.0,-0.5901,-0.62,0.01,93.76458827500966,82.05585524655828,81.30547596502579
2008-11-12,293.987037,1548.87477,551.65738,8922.57,66.46,407.881,-0.43603,0.51136,-15.0,-0.5901,-0.62,0.01,93.8926160905352,80.32814846906065,81.06443522751056
2008-11-13,295.090067,1566.793294,553.292701,9352.78,59.83,419.072,-0.47364,0.5088,-15.0,-0.6033,-0.62,0.01,93.96240264123725,79.78560326876323,81.05242537584817
2008-11-14,298.506036,1588.434693,559.149823,9055.96,66.31,411.721,-0.50289,0.42197,-15.0,-0.6155,-0.62,0.01,93.87591332924968,78.6673211316697,80.64143096000309
2008-11-17,296.506128,1611.453291,563.657973,8795.45,69.15,409.677,-0.46432,0.41986,-15.0,-0.5737,-0.62,0.01,93.80806957287955,77.78571997024618,80.39157311492161
2008-11-18,298.590515,1658.863621,569.528179,8835.73,67.64,401.93,-0.48444,0.41776,-15.0,-0.6315,-0.62,0.01,93.7405146513475,75.87835891969442,79.99100163056649
2008-11-19,304.046477,1721.813955,576.558288,8490.56,74.26,384.718,-0.4974,0.20444,-15.0,-0.6637,-0.62,0.01,93.51060820097045,73.50308917726606,79.4856138200881
2008-11-20,312.122957,1800.630746,593.220384,7724.76,80.86,345.246,-0.53053,0.20342,-15.0,-0.6773,-0.62,0.01,93.06863617210946,70.47192850420072,78.40709212924945
2008-11-21,317.884183,1836.367188,606.382639,8155.39,72.67,365.676,-0.52787,0.2024,-15.0,-0.6773,-0.64,0.01,92.9181704502153,69.43504444151486,77.79203271337413
2008-11-24,320.41107,1827.148226,600.830546,8440.87,64.7,377.041,-0.52526,0.20139,-15.0,-0.6846,-0.64,0.01,92.79910360885921,70.13609692397004,78.32297839557016
2008-11-25,322.970205,1835.278574,604.480998,8442.86,60.9,350.159,-0.52053,0.12762,-15.0,-0.6846,-0.64,0.01,92.62894036446366,69.54353397591345,78.00610973703776
2008-11-26,325.016723,1832.562829,607.735255,8643.52,54.92,349.487,-0.59951,0.07422,-15.0,-0.6889,-0.64,0.01,92.55327070416496,69.63782957390272,77.77555859160907
2008-11-27,325.016723,1832.562829,607.735255,8753.77,54.92,349.487,-0.59652,0.07384,-15.0,-0.6889,-0.64,0.01,92.55327070416496,69.63782957390272,77.77555859160907
2008-11-28,326.541866,1828.183755,609.60698,9270.62,55.84,341.175,-0.59353,0.07348,-15.0,-0.6889,-0.63,0.01,92.49637024106349,69.70926786755864,77.67883207609529
2008-11-30,326.541866,1828.183755,609.60698,9270.62,55.84,341.175,-0.59353,0.07348,-16.5,-0.6889,-0.63,0.0,92.49637024106349,69.70926786755864,77.67883207609529
2008-12-01,330.905136,1861.935744,613.453411,8406.21,68.51,319.135,-0.60034,0.03399,-16.5,-0.7001,-0.63,0.0,92.27035039280587,68.50630737479239,77.0809830333503
2008-12-02,333.900955,1861.166713,613.898977,8327.81,62.98,315.658,-0.60484,0.03382,-16.5,-0.6717,-0.63,0.0,92.18113691224022,68.5194154167873,77.02862063726543
2008-12-03,340.394627,1877.594482,618.024648,8296.96,60.72,314.675,-0.62571,0.00954,-16.5,-0.6874,-0.63,0.0,91.89406852722408,67.83075616521741,76.81888351691978
2008-12-04,348.684286,1890.477755,616.118068,8057.82,63.64,302.973,-0.6383,0.0095,-16.5,-0.691,-0.63,0.0,91.47374999011883,67.2906515512709,76.7437918472679
2008-12-05,350.639049,1906.524252,612.589365,8117.03,59.93,311.068,-0.65755,0.00945,-16.5,-0.7112,-0.71,0.0,91.3798614389986,67.01625804537909,77.05775728757887
2008-12-08,350.023629,1897.009933,612.135618,8567.12,58.49,313.992,-0.65426,0.0094,-16.5,-0.7112,-0.71,0.0,91.43720782255183,67.5805163764867,77.1998408669304
2008-12-09,352.32848,1891.908016,609.802795,8397.56,58.91,302.736,-0.64263,0.00935,-16.5,-0.7223,-0.71,0.0,91.30529543181804,67.56155068937566,77.22756769537276
2008-12-10,351.711161,1898.030672,605.9674,8634.0,55.73,307.623,-0.66783,0.00931,-16.5,-0.6757,-0.71,0.0,91.32226067809674,67.43789193552303,77.48128091077915
2008-12-11,352.401587,1924.998682,609.487567,8391.9,55.78,305.176,-0.71347,-0.20417,-16.5,-0.7043,-0.71,0.0,91.2372398632333,66.39580438098275,77.249178662812
2008-12-12,357.061713,1954.807422,610.625332,8515.45,54.28,302.903,-0.71857,-0.20314,-16.5,-0.653,-0.68,0.0,91.01160614154868,65.16426333752806,77.15415050010972
2008-12-15,359.522715,1953.593219,607.469592,8461.83,56.76,293.544,-0.71684,-0.20213,-16.5,-0.6227,-0.68,0.0,90.85854901375639,65.1862309934255,77.21241783113092
2008-12-16,363.158199,1961.858249,609.268738,8724.11,52.37,272.045,-0.74447,-0.42591,-16.5,-0.7259,-0.68,0.0,90.56423948867686,64.57675996760833,76.8838567049706
2008-12-17,375.490967,1942.901447,597.609789,8724.11,49.84,263.46,-0.74075,-0.42378,-16.5,-0.7259,-0.68,0.0,89.96243132770111,65.09709488061668,77.32304855317125
2008-12-18,380.189572,1918.099031,590.554005,8425.35,47.34,250.916,-0.72491,-0.42167,-16.5,-0.7192,-0.68,0.0,89.70306372384005,65.62978139657552,77.58485555892422
2008-12-19,381.239725,1889.915355,583.348835,8552.0,44.93,254.037,-0.72128,-0.41956,-16.5,-0.7192,-0.66,0.0,89.71799901860764,66.6076299114473,77.99803783524528
2008-12-22,385.619541,1867.677244,576.65232,8249.53,44.56,260.65,-0.71768,-0.41746,-16.5,-0.7192,-0.66,0.0,89.59306832331076,67.52317924841391,78.39454501307725
2008-12-23,385.934873,1837.534638,574.352944,8311.91,45.02,262.671,-0.81559,-0.55607,-16.5,-0.7562,-0.66,0.0,89.57252557886216,68.41969629357375,78.57975103387952
2008-12-24,386.217763,1832.44471,570.427904,8310.55,44.21,261.801,-0.75405,-0.60515,-16.5,-0.7736,-0.66,0.0,89.55592112276715,68.72830201505246,78.88969693970982
2008-12-25,386.217763,1832.44471,570.427904,8310.55,44.21,261.801,-0.75028,-0.60212,-16.5,-0.7736,-0.66,0.0,89.55592112276715,68.72830201505246,78.88969693970982
2008-12-26,386.164717,1783.548643,571.734125,8310.55,43.38,259.224,-0.74652,-0.59911,-16.5,-0.7736,-0.65,0.0,89.5560285490578,69.26453642042884,78.80784170684021
2008-12-29,389.31223,1757.795782,569.659995,8637.29,43.9,261.569,-0.74279,-0.59612,-16.5,-0.7736,-0.65,0.0,89.31644258451064,70.10773283854273,78.93651655693535
2008-12-30,386.846534,1684.810625,562.676216,8830.72,41.63,253.932,-0.75825,-0.60395,-16.5,-0.7736,-0.65,0.0,89.41396032003493,72.01780208359794,79.31514476580257
2008-12-31,386.832127,1653.188611,557.426475,8987.7,40.0,263.218,-0.74844,-0.60094,-18.0,-0.7569,-0.65,0.0,89.41612810150387,73.35954059614905,79.71150071362439
2009-01-01,386.832127,1653.188611,557.426475,8987.7,40.0,263.218,-0.7447,-0.59793,-18.0,-0.7569,-0.65,0.0,89.41612810150387,73.35954059614905,79.71150071362439
2009-01-02,406.992618,1627.214162,554.450062,9234.11,39.19,276.282,-0.76542,-0.60698,-18.0,-0.7569,-0.55,0.0,89.41987821391645,74.28726515360391,79.75757714949688
2009-01-05,388.197114,1589.597172,551.562817,9285.51,39.08,293.989,-0.74054,-0.60394,-18.0,-0.676,-0.55,0.0,89.63954860414599,75.61744381874627,80.00823474618092
2009-01-06,386.445243,1522.675306,538.51967,9472.09,38.56,290.405,-0.78122,-0.60092,-18.0,-0.7382,-0.55,0.0,89.71340274931268,77.79576074294155,80.62219105832243
2009-01-07,379.03297,1496.835078,523.241818,9121.32,43.39,297.65,-0.80082,-0.59792,-18.0,-0.7703,-0.55,0.0,89.99792218644784,78.69538199398943,81.2219810425571
2009-01-08,370.046392,1522.909746,519.796894,9221.58,42.56,298.531,-0.80911,-0.59493,-18.0,-0.8245,-0.55,0.0,90.3035170049765,78.0828804480946,81.3054652885995
2009-01-09,369.988575,1520.630246,520.606461,9085.18,42.82,299.708,-0.81835,-0.59195,-18.0,-0.8297,-0.6,0.0,90.2896610817659,78.31141962570001,81.29791979794194
2009-01-12,371.016054,1521.421734,518.153369,8793.33,45.84,292.727,-0.81426,-0.58899,-18.0,-0.8297,-0.6,0.0,90.27473752998574,78.3778085427487,81.42436455729396
2009-01-13,372.95545,1534.954302,521.200572,8961.55,43.27,294.747,-0.75386,-0.58605,-18.0,-0.8297,-0.6,0.0,90.20369015708015,78.04730987405034,81.25938805561198
2009-01-14,374.877195,1549.950497,518.420432,8688.36,49.14,282.687,-0.81762,-0.50879,-18.0,-0.8838,-0.6,0.0,90.14764859879251,77.23594015033962,81.22975929079674
2009-01-15,375.262866,1553.689525,516.218092,8879.61,51.0,279.63,-0.78829,-0.50625,-18.0,-0.8668,-0.6,0.0,90.15097934956431,76.77090301856956,81.25438057913716
2009-01-16,363.975595,1536.403375,515.321653,8920.4,46.11,276.876,-0.84187,-0.42559,-18.0,-0.8998,-0.6,0.0,90.63360290099217,77.31734869972998,81.30773706636984
2009-01-19,363.975595,1536.403375,515.321653,8841.48,46.11,276.876,-0.83766,-0.42346,-18.0,-0.8998,-0.6,0.0,90.63360290099217,77.31734869972998,81.30773706636984
2009-01-20,366.430036,1556.78316,513.98703,8504.93,56.65,287.529,-0.83347,-0.42135,-18.0,-0.8998,-0.6,0.0,90.55332778366649,77.37129583869358,81.37733875744796
2009-01-21,367.911525,1522.923746,511.828336,8757.89,46.42,306.412,-0.8338,-0.41924,-18.0,-0.8901,-0.6,0.0,90.43961103443084,77.57969635521452,81.4426774774679
2009-01-22,368.575545,1520.06562,513.090734,8486.56,47.29,316.874,-0.85687,-0.45128,-18.0,-0.9112,-0.6,0.0,90.3817802594199,77.60020181400196,81.46221875186785
2009-01-23,368.015952,1524.694524,512.12411,8627.97,47.27,323.212,-0.85259,-0.44902,-18.0,-0.9112,-0.62,0.0,90.41629041406068,77.48655394730582,81.44726088875893
2009-01-26,368.622336,1523.107221,507.623358,8656.51,45.69,327.365,-0.7425,-0.44677,-18.0,-0.8691,-0.62,0.0,90.37938122470294,77.64128095594958,81.67419076302555
2009-01-27,367.375155,1524.48273,502.598191,8759.63,42.25,315.279,-0.74104,-0.42754,-18.0,-0.8691,-0.62,0.0,90.55352718163216,77.53411000309268,81.96720147138376
2009-01-28,362.01792,1490.034017,492.37678,8906.23,39.66,329.474,-0.73733,-0.4254,-18.0,-0.8691,-0.62,0.0,90.51533129419104,78.40421430938628,82.43505776232728
2009-01-29,354.693693,1471.85782,488.180817,8762.76,42.63,342.389,-0.79883,-0.42328,-18.0,-0.9236,-0.62,0.0,90.81537068868076,78.92081072707356,82.55230700295697
2009-01-30,355.432497,1490.041521,485.579635,8694.9,44.84,341.439,-0.77538,-0.48209,-18.0,-0.9236,-0.55,0.0,90.76446161614615,78.87371683639245,82.71417874168614
2009-01-31,355.432497,1490.041521,485.579635,8694.9,44.84,341.439,-0.77538,-0.48209,-18.7,-0.9236,-0.55,0.0,90.76446161614615,78.87371683639245,82.71417874168614
2009-02-02,349.470116,1477.880657,483.485061,8624.83,45.52,322.025,-0.74949,-0.5177,-18.7,-0.9215,-0.55,0.0,90.773841367984,78.59006850470043,82.61624678613938
2009-02-03,350.782898,1466.787855,482.692016,8628.63,43.06,337.017,-0.73974,-0.51511,-18.7,-0.9329,-0.55,0.0,90.72727344846875,78.90150983194272,82.6347215206598
2009-02-04,345.79073,1450.71226,485.730608,8693.09,43.85,338.632,-0.70784,-0.51254,-18.7,-0.9275,-0.55,0.0,90.95823173070981,79.34036714446025,82.49668033218397
2009-02-05,345.41101,1452.79647,486.214014,8860.98,43.73,336.968,-0.70913,-0.53445,-18.7,-0.9315,-0.55,0.0,90.96948296210883,79.53238280758904,82.53641810951972
2009-02-06,345.989597,1444.247617,485.542592,9008.02,43.37,341.792,-0.7328,-0.53177,-18.7,-0.9325,-0.52,0.0,90.91118454074791,79.77682193202324,82.58609112830443
2009-02-09,337.538131,1435.493267,480.435583,9047.28,43.64,337.225,-0.72914,-0.52912,-18.7,-0.9325,-0.52,0.0,91.41652694200381,80.07515611014723,82.84372029284087
2009-02-10,342.965657,1442.077324,477.560891,8817.89,46.67,321.388,-0.75203,-0.52647,-18.7,-0.8984,-0.52,0.0,90.89554029497529,79.81711025812325,83.00403287461607
2009-02-11,340.221961,1448.961703,475.306665,8737.89,44.53,317.732,-0.77582,-0.52384,-18.7,-0.8984,-0.52,0.0,91.1362503001471,79.64498676802249,83.1063872242224
2009-02-12,339.441506,1458.65848,476.578559,8778.78,41.25,326.471,-0.75796,-0.52122,-18.7,-0.7865,-0.52,0.0,91.16329063144627,79.27725373089916,83.03172066438896
2009-02-13,340.455879,1453.074557,475.234549,8678.1,42.93,343.481,-0.76992,-0.51861,-18.7,-0.7865,-0.5,0.0,91.1494847812674,79.49071899010286,83.13543010950742
2009-02-16,340.455879,1453.074557,475.234549,8678.1,42.93,343.481,-0.76607,-0.51602,-18.7,-0.7865,-0.5,0.0,91.1494847812674,79.49071899010286,83.13543010950742
2009-02-17,340.953068,1483.653111,476.744329,8378.7,48.66,318.975,-0.7732,-0.51344,-18.7,-0.7491,-0.5,0.0,91.18981145504118,78.56163141238373,83.16784877684765
2009-02-18,341.414148,1491.60425,487.972278,8175.95,48.46,328.47,-0.80198,-0.5625,-18.7,-0.7149,-0.5,0.0,91.2505053344739,78.24690577850893,82.62191905653017
2009-02-19,342.020465,1474.257807,490.011847,8185.35,47.08,340.04,-0.81058,-0.55969,-18.7,-0.7272,-0.5,0.0,91.18083675826364,78.69278946782477,82.50064837068948
2009-02-20,341.87059,1496.187854,498.511203,7949.99,49.3,333.149,-0.80652,-0.45914,-18.7,-0.7272,-0.49,0.0,91.20658055570533,78.01704979714984,82.12699752263434
2009-02-23,344.348306,1500.777268,503.519213,7647.67,52.62,323.239,-0.81545,-0.45684,-18.7,-0.7272,-0.49,0.0,90.98772295808024,77.97298712268616,81.86570402041009
2009-02-24,345.215284,1532.525741,508.439944,7859.33,45.49,322.265,-0.84546,-0.37147,-18.7,-0.7272,-0.49,0.0,90.94775841962529,76.99952802683744,81.66459349833961
2009-02-25,348.075511,1524.917279,509.583752,7932.3,44.67,331.412,-0.89462,-0.36962,-18.7,-0.7637,-0.49,0.0,90.86484820900445,77.22221971546192,81.58824183738109
2009-02-26,344.069825,1527.201221,510.947844,8186.82,44.66,343.331,-0.94117,-0.36777,-18.7,-0.7799,-0.49,0.0,90.92740909719194,77.19348698419662,81.56471339371545
2009-02-27,344.754865,1540.791686,515.263916,8123.02,46.35,347.872,-0.97338,-0.25233,-18.7,-0.7799,-0.49,0.0,90.92380383890688,76.77219634727025,81.55475981862133
2009-02-28,344.754865,1540.791686,515.263916,8123.02,46.35,347.872,-0.97338,-0.25233,-18.8,-0.7799,-0.49,0.0,90.92380383890688,76.77219634727025,81.55475981862133
2009-03-02,352.090446,1584.567858,510.936654,7687.51,52.65,337.633,-0.98151,-0.18509,-18.8,-0.7221,-0.49,0.0,90.5746115046385,75.68176546394098,81.30126050693686
2009-03-03,351.943323,1606.942773,516.153201,7631.62,50.93,334.572,-0.99962,-0.18416,-18.8,-0.7648,-0.49,0.0,90.59939586702566,75.10825744825462,81.05336491375255
2009-03-04,360.324082,1620.04596,527.26804,7814.75,47.56,341.434,-0.99847,-0.18324,-18.8,-0.7699,-0.49,0.0,90.17400936751812,74.7436781377815,80.71581460725561
2009-03-05,363.975232,1651.409717,533.775551,7629.17,50.17,329.579,-0.9936,-0.12507,-18.8,-0.7311,-0.49,0.0,90.01045385680128,73.89811920017596,80.42412710980923
2009-03-06,368.136893,1658.798687,537.830779,7591.47,49.33,334.814,-0.97687,-0.12445,-18.8,-0.6057,-0.47,0.0,89.85103115952525,73.77147349007697,80.17732595552972
2009-03-09,372.652414,1674.58864,546.407806,7566.94,49.68,336.042,-0.97199,-0.12382,-18.8,-0.6057,-0.47,0.0,89.7346113607371,73.42328343456843,79.87623170388416
2009-03-10,372.67744,1659.57369,542.6674,7880.41,44.37,351.552,-0.95576,-0.12321,-18.8,-0.6229,-0.47,0.0,89.75580208893587,73.92251124742417,80.03226776364609
2009-03-11,368.987382,1629.74002,548.047887,8011.02,43.61,345.477,-0.94042,-0.12259,-18.8,-0.6229,-0.47,0.0,89.85261740163776,74.68980582554931,79.92550855651032
2009-03-12,367.817714,1623.469369,552.46649,8282.27,41.18,342.47,-0.93771,-0.12198,-18.8,-0.579,-0.47,0.0,89.95585458065993,74.84142825843506,79.69649980630508
2009-03-13,361.349973,1607.357255,555.893485,8303.39,42.36,349.716,-0.91566,-0.06061,-18.8,-0.579,-0.49,0.0,90.22199363850251,75.26924862806989,79.58496827162159
2009-03-16,362.084617,1577.055909,554.609295,8386.71,43.74,352.42,-0.93068,-0.0603,-18.8,-0.5386,-0.49,0.0,90.22501858611619,76.1512621221839,79.63387765422947
2009-03-17,358.061622,1567.735908,552.820538,8559.6,40.8,360.135,-0.90195,-0.06,-18.8,-0.39,-0.49,0.0,90.38349615491818,76.40449412115396,79.72811976440816
2009-03-18,356.796444,1607.34603,554.670147,8629.1,40.06,333.263,-0.89744,0.05599,-18.8,-0.39,-0.49,0.0,90.370669411342,75.26802645812356,79.58757802615496
2009-03-19,347.31127,1584.410531,554.417897,8690.49,43.68,344.292,-0.87923,0.05571,-18.8,-0.388,-0.49,0.0,90.8135412346998,75.94816036528022,79.55391346805858
2009-03-20,345.120788,1581.928468,555.458595,8506.35,45.89,345.197,-0.87483,0.05543,-18.8,-0.388,-0.42,0.0,90.84686573148194,76.06788313553311,79.53033958883753
2009-03-23,342.081747,1562.562239,552.483402,8958.51,43.23,349.508,-0.82142,0.05515,-18.8,-0.3559,-0.42,0.0,91.01722133874094,76.704263211892,79.66485992032683
2009-03-24,333.698194,1556.363381,555.399764,8849.39,42.93,345.734,-0.76368,0.20279,-18.8,-0.3559,-0.42,0.0,91.35849587486595,77.0870885073022,79.67688200886447
2009-03-25,336.391588,1535.668499,552.583858,8797.44,42.25,356.964,-0.63424,0.20178,-18.8,-0.2436,-0.42,0.0,91.41836533759759,77.63246313916991,79.64463472125077
2009-03-26,335.053444,1522.38445,553.326834,8995.5,40.36,352.765,-0.64021,0.24812,-18.8,-0.2419,-0.42,0.0,91.48629924092269,78.23462832579477,79.63866512696232
2009-03-27,332.075619,1473.838952,550.172351,8821.06,41.04,349.288,-0.63115,0.36155,-18.8,-0.2764,-0.37,0.0,91.57237388831705,78.62793449876992,79.74846054516027
2009-03-30,332.235512,1489.555525,554.897167,8596.22,45.54,347.258,-0.62267,0.35974,-18.8,-0.2764,-0.37,0.0,91.58056798229626,78.19179369004067,79.60487861026984
2009-03-31,331.819181,1487.739375,553.370066,8720.39,44.14,337.796,-0.6357,0.32935,-18.9,-0.2764,-0.37,0.0,91.56677554453661,78.02692105693245,79.54326480867825
2009-04-01,337.513919,1519.835829,543.779767,8941.82,42.28,332.446,-0.59794,0.31567,-18.9,-0.1814,-0.37,0.0,91.37950061751826,77.81864378443971,79.47056871714243
2009-04-02,341.761254,1487.109767,538.58575,9073.14,42.04,342.52,-0.59886,0.31409,-18.9,-0.177,-0.37,0.0,91.25418033733888,78.85363319496345,79.692245603512
2009-04-03,342.425015,1455.9344,533.380821,9065.76,39.7,352.847,-0.60416,0.31252,-18.9,-0.1403,-0.28,0.0,91.25773462843091,79.63415229747186,79.96755637313676
2009-04-06,343.205344,1454.913148,526.752294,9016.17,40.93,353.538,-0.60114,0.31095,-18.9,-0.1403,-0.28,0.0,91.20520712397767,80.00585261855065,80.2628292938852
2009-04-07,341.787539,1457.939807,525.461731,8824.75,40.39,352.629,-0.60728,0.3094,-18.9,-0.1529,-0.28,0.0,91.25608668919001,80.04922131176028,80.31700840380525
2009-04-08,337.763274,1452.431502,524.208511,8969.28,38.85,350.259,-0.63457,0.30785,-18.9,-0.1312,-0.28,0.0,91.43759338178452,80.24783346477948,80.41210262992658
